SessionId,Timestamps,ItemId
14,978200828,3578
14,978201244,296
14,978200528,2920
14,978200340,1982
14,978200645,2858
14,978201003,3081
14,978201244,608
14,978200800,2959
14,978201317,1225
14,978201003,2396
14,978200300,2976
16,978174795,2987
16,978174296,2555
16,978174639,2629
16,978174296,1682
16,978174755,2485
16,978174795,2701
16,978174671,2568
16,978174414,3004
16,978174240,1269
16,978174639,2713
16,978174535,1911
16,978174414,3516
16,978174188,2643
16,978174414,2572
16,978174490,3016
16,978174597,2720
16,978174490,2722
16,978174671,2723
16,978174755,2724
16,978174695,2581
16,978174671,2805
16,978174188,266
16,978174535,2828
16,978174414,2683
16,978174639,2761
16,978174414,2699
16,978174443,2770
16,978174597,2856
16,978174443,2355
16,978174535,2369
16,978174568,3175
16,978174535,2888
16,978174639,2392
16,978174720,2394
16,978174443,2975
20,978143369,648
20,978143355,3863
20,978143508,589
20,1009669071,1694
20,1009669115,2641
20,978143508,1912
20,978143508,2571
20,1009669181,3527
20,978143576,1923
20,1009669227,1371
20,1009669115,1375
20,1009669181,1527
20,1009669071,1468
20,1009669071,3717
20,978143344,3578
20,978143306,47
20,978143181,1617
20,1009669071,2858
20,978143508,457
20,978143369,70
20,1009669116,3753
20,978143508,110
20,978143106,2028
20,1009669181,1240
21,978139382,2987
21,978139382,2700
21,978138933,2701
21,978138933,585
21,978139423,588
21,978139382,3000
21,978139347,1
21,978139446,596
21,978139347,1274
21,978139540,2800
21,978138933,3053
21,978138977,3704
21,978139382,2761
21,978139398,2355
21,978139446,2294
21,978139423,3745
21,978138977,1645
21,978138977,1210
21,978139347,2018
21,978138977,3268
21,978139446,2394
21,978138977,3774
25,978131283,2987
25,978130670,2628
25,978131283,3793
25,978386265,3798
25,978131240,2700
25,978132594,1831
25,978131137,2709
25,978131157,2490
25,978385998,588
25,978132441,1909
25,978130919,223
25,978132793,150
25,978133433,157
25,978132002,1196
25,978130991,2712
25,978130633,1198
25,978132853,737
25,978131048,2716
25,978132158,2571
25,978132586,1917
25,978131157,2574
25,978132138,1270
25,978133433,1920
25,978132180,1921
25,978132216,1356
25,978386028,2804
25,978133460,688
25,978132488,329
25,978132431,1291
25,978132504,2094
25,978131094,2676
25,978132424,1876
25,978131930,260
25,978131266,3114
25,978132620,2173
25,978132424,1371
25,978132192,1372
25,978132829,1373
25,978132180,1374
25,978132255,1375
25,978132234,1376
25,978131137,3623
25,978130855,2683
25,978132853,1882
25,978134637,2324
25,978130612,2253
25,978132216,780
25,978132226,1387
25,978132488,788
25,978131194,2692
25,978131266,2693
25,978132586,1391
25,978131048,3717
25,978131048,3578
25,978132739,435
25,978132793,1610
25,978132766,1544
25,978132424,3156
25,978130895,2355
25,978132234,1129
25,978132742,2501
25,978131157,2502
25,978132864,1704
25,978386028,1639
25,978386228,3745
25,978132441,1205
25,978132285,3676
25,978386112,3174
25,978386056,3175
25,978132424,1573
25,978132424,2011
25,978386028,3751
25,978132347,2012
25,978132138,1210
25,978131157,3753
25,978132960,546
25,978133460,473
25,978132180,1653
25,978132347,1580
25,978133273,110
25,978130711,2028
25,978132180,480
25,978132424,2393
25,978386028,2541
25,978132563,1676
27,978129223,2987
27,978128920,1248
27,978128920,1250
27,978129176,1252
27,978129392,1180
27,978130092,1254
27,978129418,2997
27,978129368,1188
27,978129176,3435
27,978129223,3364
27,978129692,2
27,978130092,1262
27,978129642,2138
27,978129222,2066
27,978129566,1265
27,978129222,1267
27,978130092,1198
27,978128821,300
27,978129368,1276
27,978129982,318
27,978129053,1282
27,978129930,3469
27,978129302,3030
27,978129527,3037
27,978129418,905
27,978129509,1294
27,978129930,908
27,978129642,260
27,978129302,910
27,978129642,2174
27,978129836,912
27,978129176,913
27,978129368,916
27,978129176,922
27,978129768,923
27,978129223,2186
27,978130018,926
27,978128786,858
27,978129222,930
27,978129418,1394
27,978129527,3072
27,978129176,1617
27,978129302,947
27,978128920,2858
27,978128995,951
27,978128920,3730
27,978129368,2289
27,978129392,955
27,978128865,3593
27,978128920,1997
27,978129768,528
27,978128821,2003
27,978129692,2005
27,978130092,1204
27,978129642,2872
27,978129930,1207
27,978129478,898
27,978128995,2948
27,978129392,1136
27,978129982,971
27,978129223,3683
27,978129836,1217
27,978129662,1073
27,978129176,541
27,978128865,1722
27,978129956,1225
27,978129662,2100
27,978129332,2973
27,978129795,1237
27,978129642,1097
30,978121997,1176
30,978121996,720
30,978122054,2997
30,978122110,589
30,978122074,150
30,978121687,3943
30,978121997,3006
30,978122183,3949
30,978122110,1265
30,978121924,593
30,978122092,2571
30,978122010,162
30,978121871,1922
30,978121966,1784
30,978121841,318
30,978121462,1288
30,978121997,3105
30,978121841,17
30,978122183,3554
30,978122093,2686
30,978122035,2762
30,978122035,2692
30,978121462,3072
30,978121947,296
30,978121947,1617
30,978121902,1545
30,978121947,1041
30,978121462,879
30,978121947,2858
30,978121966,50
30,978121902,3155
30,978121902,527
30,978122035,608
30,978122035,2442
30,978121924,1213
30,978122166,1216
30,978122054,1657
30,978121924,2028
30,978121997,2966
30,978122054,3260
30,978121745,3911
30,978121513,1097
30,978121513,2544
32,978119379,1249
32,978119364,3429
32,978126476,3286
32,978123849,1683
32,978122564,1250
32,978123912,2707
32,978123925,1834
32,978123849,589
32,978123515,593
32,978123515,2571
32,978123879,1343
32,978123515,745
32,978118666,1784
32,978123831,247
32,978123515,1358
32,978118701,3101
32,978122520,1296
32,978121288,266
32,978121288,3556
32,978118701,1956
32,978122729,28
32,978121626,2762
32,978121599,32
32,978123912,2916
32,978123515,293
32,978118683,3072
32,978119379,47
32,978123863,3147
32,978123515,1617
32,978122813,3079
32,978119364,2858
32,978123515,50
32,978122583,3159
32,978123831,457
32,978121689,1208
32,978123515,608
32,978118906,3821
32,978118859,3751
32,978121579,2959
32,978123849,474
32,978121545,2020
32,978121667,2028
32,978121273,551
32,978118666,480
32,978121564,1088
32,978122598,2108
32,978119403,3786
32,978121792,3787
37,978056293,648
37,978056234,3286
37,978056293,3864
37,978057316,587
37,978056719,1265
37,978046394,1197
37,978057316,597
37,978057260,236
37,978056806,2080
37,978056806,2081
37,978046375,3399
37,978057295,252
37,978057012,2671
37,978056766,1947
37,978057295,339
37,978056487,912
37,978046375,2321
37,978057331,1380
37,978056641,920
37,978057260,1457
37,978056417,3565
37,978057358,788
37,978056876,356
37,978056876,357
37,978057012,2406
37,978057295,1101
37,978056440,1976
37,978056440,1977
37,978057012,361
37,978056151,47
37,978057012,3081
37,978056923,377
37,978056151,3159
37,978056172,2791
37,978056151,1997
37,978056440,961
37,978057156,1569
37,978056617,899
37,978046483,605
37,978056323,3821
37,978046483,1210
37,978056849,1721
37,978056806,1722
37,978056234,480
37,978057358,1088
37,978056617,2396
37,978056901,2100
37,978056923,2108
37,978056741,1307
37,978056876,1094
37,978057063,708
37,978056806,497
37,978056617,1247
38,978045876,648
38,978045193,2485
38,978045807,141
38,978044874,215
38,978046303,1688
38,978044808,1183
38,978046369,2059
38,978046369,586
38,978044341,587
38,978046270,588
38,978044980,1835
38,978044682,224
38,978046225,1
38,978046603,3948
38,978044874,2572
38,978045850,1917
38,978045545,1777
38,978045041,236
38,978045618,2144
38,978045635,2145
38,978045084,2724
38,978045000,2581
38,978044682,249
38,978046407,2082
38,978045139,1353
38,978045228,2805
38,978045603,902
38,978046151,2096
38,978045112,691
38,978044682,838
38,978044916,2671
38,978045361,2677
38,978046407,13
38,978045712,337
38,978044548,265
38,978044896,339
38,978044606,17
38,978044896,1441
38,978044682,2171
38,978045876,3623
38,978045250,779
38,978044771,342
38,978045139,1888
38,978045382,2324
38,978046582,1380
38,978045139,1894
38,978045041,1895
38,978044437,356
38,978046225,34
38,978044738,357
38,978044644,39
38,978045400,2336
38,978044808,1463
38,978044548,1393
38,978045823,500
38,978045000,361
38,978046270,364
38,978044835,2340
38,978044954,46
38,978044383,3072
38,978046106,47
38,978047091,296
38,978045112,48
38,978045139,1479
38,978044808,440
38,978046134,1620
38,978044714,377
38,978046270,2355
38,978044852,1059
38,978045958,381
38,978046465,455
38,978045675,2431
38,978045519,2432
38,978044980,2506
38,978045693,1704
38,978044936,64
38,978045162,2297
38,978044916,1569
38,978044473,531
38,978044980,605
38,978044771,539
38,978045463,2442
38,978045162,74
38,978045658,1573
38,978044808,543
38,978044771,1721
38,978045193,3259
38,978045910,1088
38,978045193,1801
38,978046023,3408
38,978045312,92
38,978044874,1735
38,978045192,1593
38,978044548,2396
38,978045418,1307
38,978044771,708
38,978044437,490
38,978046040,1672
38,978045488,1246
38,978045768,1247
39,978044228,3354
39,978044402,3793
39,978043778,2997
39,978044354,2700
39,978043734,2706
39,978044228,2568
39,978043841,223
39,978043814,3005
39,978043535,1193
39,978043778,2710
39,978044016,2712
39,978044073,2716
39,978043734,2572
39,978044228,2723
39,978044073,2580
39,978043535,318
39,978044192,2805
39,978043988,2599
39,978044164,2676
39,978043988,3113
39,978044380,3114
39,978044228,3623
39,978043734,2826
39,978043753,2683
39,978043872,2759
39,978044262,24
39,978044282,2906
39,978044164,785
39,978043814,2908
39,978044326,2762
39,978044380,2763
39,978044301,2692
39,978043814,2770
39,978043872,2772
39,978044073,3578
39,978043496,1617
39,978043734,2858
39,978044326,3081
39,978044354,3157
39,978043814,2355
39,978043734,1127
39,978044262,3300
39,978043605,2502
39,978044192,3160
39,978043841,2433
39,978044380,3745
39,978043631,1060
39,978044192,3174
39,978044073,3175
39,978044354,3176
39,978043841,3751
39,978044192,3752
39,978044246,3753
39,978044016,2959
39,978043372,1721
39,978044192,2526
39,978044402,86
39,978043398,2027
39,978043988,2605
39,978043581,1732
39,978044326,2395
39,978044326,2396
40,978039629,2987
40,978039891,2054
40,978039557,1254
40,978040023,653
40,978040739,2
40,978041152,2202
40,978039514,1262
40,978039850,733
40,978039557,1196
40,978039629,590
40,978039557,1197
40,978040768,736
40,978041342,3441
40,978039514,1198
40,978039693,592
40,978041312,3519
40,978040023,303
40,978041312,161
40,978041122,1272
40,978039922,674
40,978041037,1927
40,978040891,173
40,978041037,750
40,978040828,2088
40,978039584,1287
40,978039629,3461
40,978041189,2662
40,978040871,688
40,978041224,2669
40,978039850,329
40,978040922,258
40,978039850,2161
40,978039584,1291
40,978040023,2094
40,978041091,1294
40,978041370,2815
40,978041398,2816
40,978041398,2817
40,978040922,2748
40,978041037,912
40,978039753,1374
40,978039922,1375
40,978039795,1376
40,978039514,919
40,978041224,3628
40,978039693,1017
40,978039263,920
40,978041342,780
40,978039693,421
40,978041370,2402
40,978041224,356
40,978041224,3062
40,978039753,2406
40,978041312,3066
40,978041342,1391
40,978041279,3643
40,978039795,2414
40,978041250,2287
40,978039654,952
40,978039584,1127
40,978039819,1129
40,978039301,524
40,978039958,60
40,978039753,2430
40,978039557,2366
40,978041279,2941
40,978039514,1204
40,978041152,2944
40,978039629,2871
40,978039514,969
40,978041189,897
40,978041091,1208
40,978041370,466
40,978039301,3247
40,978039301,1210
40,978039958,2013
40,978041189,976
40,978039891,3755
40,978039629,1073
40,978039263,2524
40,978039714,1580
40,978041189,3836
40,978039629,2968
40,978039693,1085
40,978041189,3406
40,978040922,2537
40,978039988,3269
40,978041064,3196
40,978039891,2105
40,978039891,3412
40,978039795,3417
40,978040828,2471
40,978041312,1676
40,978039693,3927
40,978039753,2115
40,978041122,1242
41,978039339,2628
41,978039433,1688
41,978039835,224
41,978039226,2067
41,978039076,1339
41,978040031,2710
41,978039417,1196
41,978041069,2719
41,978039548,671
41,978039339,260
41,978041394,2762
41,978040031,2694
41,978039990,2699
41,978039673,2338
41,978039045,1033
41,978040972,3578
41,978039092,3210
41,978039027,531
41,978041582,1643
41,978039673,1644
41,978039366,1210
41,978039260,1721
41,978039076,110
41,978039467,1658
41,978040861,2546
43,978026614,3793
43,978026432,2997
43,978026393,2706
43,978026410,2707
43,978026432,3298
43,978026410,3004
43,978026345,1197
43,978026495,2712
43,978026543,2581
43,978026483,2599
43,978026345,830
43,978026605,3114
43,978026580,2762
43,978026605,2763
43,978026321,1961
43,978026305,356
43,978026708,2858
43,978026460,2369
43,978026321,2371
43,978026591,2961
43,978026483,2605
43,978026561,2394
43,978026580,2396
43,978026321,1307
46,977979487,3280
46,977979482,2628
46,977979062,3939
46,977979412,1327
46,977979482,3361
46,977979314,1407
46,977979427,1261
46,977978863,2710
46,977979194,1347
46,977979482,1279
46,977979091,2160
46,977979482,847
46,977979194,1969
46,977979336,2338
46,977979482,1102
46,977979194,1970
46,977979194,1971
46,977979194,1972
46,977979194,1973
46,977979275,1974
46,977979275,1975
46,977979275,1976
46,977979275,1977
46,977979275,1978
46,977979275,1979
46,977979194,366
46,977979275,1980
46,977979275,1981
46,977979232,1982
46,977978989,1983
46,977979232,1984
46,977978844,1985
46,977979232,1986
46,977979482,529
46,977979232,891
46,977979482,3677
46,977979314,1717
46,977979336,1644
46,977979482,2523
46,977979232,2107
46,977979314,3273
47,977978345,1193
47,977978548,593
47,977978548,318
47,977978739,249
47,977978604,2804
47,977978369,902
47,977978774,1949
47,977978774,17
47,977978641,1956
47,977978570,858
47,977978774,34
47,977978570,36
47,977978345,2406
47,977978682,1041
47,977978345,58
47,977978521,527
47,977978590,1208
47,977978658,608
47,977978708,1213
47,977978570,1221
47,977978369,1089
47,977978641,1247
50,977960910,648
50,977961307,3861
50,977960860,3863
50,977960681,3793
50,977961258,2135
50,977961282,804
50,977961102,1282
50,977960724,2160
50,977960619,902
50,977961130,2312
50,977961307,2241
50,977960681,1600
50,977960565,2338
50,977961153,1466
50,977961307,1544
50,977961187,3155
50,977960942,3409
50,977961214,144
50,977960860,3509
50,977960882,3510
50,977961187,3512
50,977960619,3390
50,977960910,3616
50,977961187,266
50,977960681,3556
50,977960942,3483
50,977960565,23
50,977960970,3565
50,977960970,3717
50,977960970,3646
50,977961214,3578
50,977960681,2858
50,977961102,2791
50,977960942,3594
50,977960619,524
50,977960619,2007
50,977961130,2948
50,977960942,3821
50,977960724,3751
50,977961235,3755
50,977961187,480
50,977960942,3785
50,977960910,3786
51,977947337,3863
51,977947369,3793
51,977947865,588
51,977947828,1
51,977947270,1337
51,977947828,1265
51,977947654,3897
51,977947865,3114
51,977947958,1517
51,977947889,799
51,977947170,1617
51,977947337,3159
51,977948011,1485
51,977947792,2500
51,977947170,2294
51,977947270,1721
51,977947865,3255
51,977947448,3409
51,977947958,2395
51,977947865,2396
51,977947405,3286
51,977947232,3527
51,977947931,1923
51,977947600,318
51,977947889,2599
51,977947337,3617
51,977947369,3618
51,977947958,11
51,977947405,3553
51,977947654,3554
51,977947337,3556
51,977947448,3484
51,977947984,348
51,977948011,1895
51,977947865,34
51,977947984,39
51,977947792,2858
51,977947405,3594
51,977947405,3821
51,977947337,3785
52,977947472,648
52,977948003,3861
52,977947882,2126
52,977947339,589
52,977947339,6
52,977947047,3948
52,977947339,1408
52,977947504,733
52,977947651,736
52,977946561,593
52,977947102,3952
52,977947339,1277
52,977947857,3020
52,977947472,1429
52,977947607,3107
52,977947435,2167
52,977947882,3113
52,977947504,1370
52,977947724,1518
52,977947771,1379
52,977947683,1385
52,977947540,780
52,977947472,3208
52,977947540,1608
52,977947292,1610
52,977947381,2353
52,977947828,1552
52,977947828,886
52,977947435,1573
52,977946561,3252
52,977947472,1580
52,977947292,110
52,977947504,112
52,977946593,1589
52,977947683,996
52,977947504,2617
52,977947607,3274
52,977947724,1676
52,977947683,2628
52,977947967,144
52,977947472,145
52,977948475,2706
52,977947882,1918
52,977947607,165
52,977947937,3617
52,977947651,1876
52,977947572,2826
52,977947381,21
52,977947381,349
52,977947435,2763
52,977947827,423
52,977947435,353
52,977947651,2699
52,977947683,288
52,977947857,1100
52,977947435,2916
52,977948217,3646
52,977947607,292
52,977947472,368
52,977947339,511
52,977947937,2858
52,977947572,1047
52,977947827,517
52,977947777,376
52,977947435,380
52,977946593,527
52,977947292,457
52,977947827,70
52,977948217,3821
52,977947292,474
52,977947292,2028
52,977947771,3697
52,977947292,480
52,977947381,555
52,977946593,93
52,977947047,3916
52,977947292,1233
52,977947572,493
52,977948003,3785
54,977944377,3873
54,977944039,1193
54,977944422,1269
54,977944321,1276
54,977944600,1278
54,977944787,2150
54,977944535,2300
54,977944816,3037
54,977944377,1292
54,977944787,909
54,977944246,3114
54,977944280,3049
54,977944688,1394
54,977944081,3217
54,977944246,3072
54,977944422,898
54,977944816,1641
54,977944816,3421
54,977944889,3422
54,977944422,3504
54,977944889,3507
54,977944281,3361
54,977944321,3362
54,977944688,3363
54,977944787,235
54,977944723,1948
54,977944080,260
54,977944080,1016
54,977944859,34
54,977944535,2788
54,977944816,2791
54,977944787,3671
54,977944081,1206
54,977944280,1136
54,977944688,3685
54,977944859,1079
54,977944321,1230
54,977944535,1304
54,977944280,1234
54,977944600,1235
55,977948346,589
55,977948346,1266
55,977939130,593
55,977942882,678
55,977939597,3101
55,977943112,3114
55,977939165,912
55,977943112,1704
55,977942827,105
55,977939083,3250
55,977943155,110
55,977948415,150
55,977948394,1784
55,977942882,318
55,977939130,246
55,977942827,2687
55,977948346,2761
55,977943181,2762
55,977948435,356
55,977948346,296
55,977942911,50
55,977942911,527
55,977948394,457
55,977939597,3672
55,977948346,1213
56,977939394,1183
56,977938823,2997
56,977939869,588
56,977938855,1
56,977938981,6
56,977939606,3948
56,977939394,1408
56,977938772,593
56,977938593,3019
56,977938855,1358
56,977939927,2302
56,977939120,1500
56,977938555,902
56,977939727,3114
56,977938555,778
56,977939897,2321
56,977939120,2329
56,977939727,3060
56,977938772,1617
56,977939358,2427
56,977939167,2355
56,977939167,2359
56,977938855,2289
56,977938981,1704
56,977939120,1635
56,977939869,1641
56,977939057,3246
56,977939358,110
56,977939120,1729
56,977939869,2395
56,977939033,2396
56,977939869,2542
56,977939897,2706
56,977939033,150
56,977939394,151
56,977938593,1911
56,977938927,2571
56,977939727,1845
56,977938981,161
56,977939751,1923
56,977938881,2580
56,977938823,318
56,977938927,246
56,977939082,25
56,977938904,2762
56,977939697,34
56,977939120,36
56,977939697,39
56,977939120,364
56,977938797,296
56,977938723,3728
56,977938723,2858
56,977939897,440
56,977938555,2786
56,977939927,514
56,977938952,50
56,977938593,527
56,977939120,457
56,977939697,1060
56,977938797,608
56,977938746,1213
56,977939144,474
56,977939358,2890
56,977939358,2028
56,977938855,1089
56,977939006,628
56,977938904,1095
57,977935330,1249
57,977935656,648
57,977935559,3861
57,977935895,3864
57,977935453,3793
57,977935656,3794
57,977935895,3797
57,977935812,3799
57,977936132,1258
57,977935559,2135
57,977935511,661
57,977936099,1196
57,977936062,1198
57,977934700,1199
57,977936099,1274
57,977935771,2152
57,977935330,2160
57,977933908,2310
57,977935410,1466
57,977934618,1394
57,977935771,1544
57,977935410,2348
57,977935697,3300
57,977934561,3160
57,977935812,891
57,977934774,2395
57,977935226,3429
57,977935771,3286
57,977935656,3513
57,977935559,2657
57,977936132,2804
57,977935511,3624
57,977935453,3556
57,977935771,3484
57,977933908,1894
57,977935812,3717
57,977935812,3646
57,977935330,3578
57,977933908,1976
57,977935895,1977
57,977935272,47
57,977935226,2858
57,977933908,441
57,977935272,2791
57,977935656,522
57,977935603,3744
57,977935730,70
57,977935850,3820
57,977935812,3821
57,977935272,3751
57,977935511,3753
57,977935603,3755
57,977933908,1221
57,977933908,2890
57,977936099,1225
57,977936062,3694
57,977936062,1228
57,977935410,551
57,977935410,480
57,977935697,2033
57,977936132,1090
57,977936132,1242
57,977935771,3785
57,977935697,3786
60,977932352,648
60,977932152,1180
60,977931983,1
60,977931869,2
60,977931677,590
60,977931800,736
60,977932313,1422
60,977931722,2153
60,977931869,1356
60,977931722,688
60,977932082,2302
60,977932152,1500
60,977931869,2094
60,977932263,3044
60,977931800,1372
60,977932313,1459
60,977931481,3066
60,977932263,1617
60,977931828,1544
60,977932313,1625
60,977931800,1552
60,977932152,2355
60,977932313,1711
60,977932186,1641
60,977931677,3175
60,977932263,3176
60,977932263,1645
60,977931677,1580
60,977931757,112
60,977932390,113
60,977932390,1589
60,977931722,986
60,977932115,1731
60,977932082,2390
60,977931677,3269
60,977931983,2396
60,977932313,1597
60,977931902,2617
60,977931828,1676
60,977931722,2628
60,977932352,1754
60,977931481,216
60,977931800,158
60,977932033,2718
60,977932082,235
60,977932352,164
60,977932390,2583
60,977932263,3386
60,977931722,316
60,977931800,329
60,977932314,3476
60,977931800,10
60,977931869,3489
60,977932152,21
60,977932314,1892
60,977932313,350
60,977931902,1894
60,977932186,356
60,977932033,357
60,977932082,3712
60,977931481,368
60,977931481,1042
60,977932263,513
60,977931722,380
60,977931869,60
60,977931481,2023
60,977932115,2961
60,977932352,1092
60,977931757,2045
60,977931677,2046
61,977902949,3861
61,977902799,3864
61,977902665,3793
61,977903080,3948
61,977903177,3882
61,977902799,3889
61,977902877,3897
61,977902335,762
61,977902315,786
61,977903378,3238
61,977902742,3316
61,977902548,3252
61,977902459,1721
61,977903456,3190
61,977903228,3273
61,977903152,3511
61,977902440,2643
61,977902665,3452
61,977903080,3615
61,977902949,3617
61,977902742,3623
61,977902665,3624
61,977902665,3555
61,977903399,3564
61,977903324,3646
61,977902665,3578
61,977903428,3743
61,977902742,3744
61,977903324,3752
61,977903288,3826
61,977902665,3753
61,977902742,3827
61,977902742,3755
61,977903456,3908
61,977903113,3784
61,977903257,3785
63,977900905,2987
63,977900905,3793
63,977901058,2997
63,977900172,3005
63,979518533,6
63,977899676,3006
63,980111343,3007
63,980111244,1407
63,977900864,2070
63,979518533,671
63,980111402,750
63,977900595,2310
63,977900864,3114
63,977900364,3115
63,977900709,1513
63,977900470,2318
63,977899712,912
63,977900049,2188
63,977900515,785
63,977900425,2333
63,977900864,2337
63,977900762,3081
63,977901173,2427
63,977900636,2502
63,977900556,3160
63,977899676,2505
63,977899712,1707
63,977900636,968
63,977900556,3174
63,977900426,3175
63,980111244,1717
63,977900811,3176
63,977899750,2375
63,977900905,2600
63,977900470,2606
63,977900364,3409
63,977900515,2390
63,977900515,2392
63,977900762,2395
63,977900762,2396
63,977900218,2541
63,977900762,3273
63,977899750,1673
63,977901008,2555
63,980111094,3359
63,979518436,1682
63,977900762,2485
63,977900811,2700
63,977900049,2706
63,977900709,2560
63,977901008,2707
63,977900636,2490
63,977900218,223
63,977900426,3510
63,977901058,2710
63,977900364,2712
63,977900515,2713
63,977900426,2716
63,977900049,2572
63,980111189,166
63,977900219,2722
63,977900595,2723
63,977900426,2580
63,977900595,2581
63,977900811,2806
63,977901340,2596
63,977900314,2599
63,977900274,3543
63,977900864,2672
63,977900274,2678
63,979518533,1950
63,977900049,2826
63,977901008,2827
63,977901008,2683
63,977900274,2759
63,977900426,2688
63,977900811,2907
63,977900515,2761
63,977900762,2762
63,977900710,2692
63,977900864,2693
63,977901058,2694
63,977901008,2699
63,977900811,2841
63,977900172,2770
63,977900274,2772
63,977900426,3578
63,977900049,2858
63,979518495,70
63,977900219,3751
63,977900636,3753
63,977900274,2881
63,977900364,2959
63,980111457,541
63,977899750,2023
63,980111298,1225
63,977900172,2976
63,980111375,1094
64,977891537,3793
64,977892852,3005
64,977892637,1407
64,977891212,1198
64,977891568,1416
64,977891761,1291
64,977892637,1717
64,977892524,110
